epoch,accuracy,loss,precision_1,recall_1,val_accuracy,val_loss,val_precision_1,val_recall_1
14,0.991944432258606,0.029268262907862663,0.991944432258606,0.991944432258606,0.9775000214576721,0.0906396210193634,0.9775000214576721,0.9775000214576721
15,0.9897222518920898,0.03766168653964996,0.9897222518920898,0.9897222518920898,0.9750000238418579,0.08939569443464279,0.9750000238418579,0.9750000238418579
16,0.9958333373069763,0.019538549706339836,0.9958333373069763,0.9958333373069763,0.9825000166893005,0.055332355201244354,0.9825000166893005,0.9825000166893005
17,0.9994444251060486,0.007657370064407587,0.9994444251060486,0.9994444251060486,0.9775000214576721,0.0537276566028595,0.9775000214576721,0.9775000214576721
18,0.9994444251060486,0.007324922364205122,0.9994444251060486,0.9994444251060486,0.9800000190734863,0.07628653198480606,0.9800000190734863,0.9800000190734863
19,1.0,0.005144032184034586,1.0,1.0,0.9750000238418579,0.08173909783363342,0.9750000238418579,0.9750000238418579
20,1.0,0.004429128021001816,1.0,1.0,0.9725000262260437,0.07173391431570053,0.9725000262260437,0.9725000262260437
21,1.0,0.004023035056889057,1.0,1.0,0.9725000262260437,0.07444324344396591,0.9725000262260437,0.9725000262260437
22,1.0,0.0037413006648421288,1.0,1.0,0.9725000262260437,0.07539244741201401,0.9725000262260437,0.9725000262260437
23,1.0,0.003499632701277733,1.0,1.0,0.9725000262260437,0.07177416235208511,0.9725000262260437,0.9725000262260437
24,1.0,0.003271842608228326,1.0,1.0,0.9725000262260437,0.07014444470405579,0.9725000262260437,0.9725000262260437
25,1.0,0.0030865606386214495,1.0,1.0,0.9725000262260437,0.07126197963953018,0.9725000262260437,0.9725000262260437
26,1.0,0.002901156898587942,1.0,1.0,0.9725000262260437,0.07123114913702011,0.9725000262260437,0.9725000262260437
27,1.0,0.0026918386574834585,1.0,1.0,0.9725000262260437,0.07817646861076355,0.9725000262260437,0.9725000262260437
28,1.0,0.0025319538544863462,1.0,1.0,0.9725000262260437,0.07924313098192215,0.9725000262260437,0.9725000262260437
29,1.0,0.0023500663228332996,1.0,1.0,0.9750000238418579,0.07572411745786667,0.9750000238418579,0.9750000238418579
30,1.0,0.002169573912397027,1.0,1.0,0.9750000238418579,0.07482758164405823,0.9750000238418579,0.9750000238418579
31,1.0,0.0020097645465284586,1.0,1.0,0.9750000238418579,0.08109689503908157,0.9750000238418579,0.9750000238418579
32,1.0,0.0018754237098619342,1.0,1.0,0.9750000238418579,0.07642567157745361,0.9750000238418579,0.9750000238418579
33,1.0,0.0017470851307734847,1.0,1.0,0.9750000238418579,0.07848534733057022,0.9750000238418579,0.9750000238418579
34,1.0,0.0016314650420099497,1.0,1.0,0.9750000238418579,0.07870170474052429,0.9750000238418579,0.9750000238418579
35,1.0,0.0015201062196865678,1.0,1.0,0.9750000238418579,0.08235345780849457,0.9750000238418579,0.9750000238418579
36,1.0,0.0014260897878557444,1.0,1.0,0.9775000214576721,0.08237281441688538,0.9775000214576721,0.9775000214576721
37,1.0,0.0013412355910986662,1.0,1.0,0.9775000214576721,0.07774240523576736,0.9775000214576721,0.9775000214576721
38,1.0,0.0012549363309517503,1.0,1.0,0.9750000238418579,0.08044596761465073,0.9750000238418579,0.9750000238418579
39,1.0,0.001178479054942727,1.0,1.0,0.9750000238418579,0.08596260100603104,0.9750000238418579,0.9750000238418579
40,1.0,0.0011158731067553163,1.0,1.0,0.9775000214576721,0.08506372570991516,0.9775000214576721,0.9775000214576721
41,1.0,0.0010460735065862536,1.0,1.0,0.9750000238418579,0.08195175975561142,0.9750000238418579,0.9750000238418579
42,1.0,0.0009870637441053987,1.0,1.0,0.9775000214576721,0.0873560979962349,0.9775000214576721,0.9775000214576721
43,1.0,0.0009331451146863401,1.0,1.0,0.9750000238418579,0.08189144730567932,0.9750000238418579,0.9750000238418579
44,1.0,0.0008825493277981877,1.0,1.0,0.9750000238418579,0.08317048102617264,0.9750000238418579,0.9750000238418579
45,1.0,0.0008366898982785642,1.0,1.0,0.9750000238418579,0.08248250186443329,0.9750000238418579,0.9750000238418579
46,1.0,0.0007924773963168263,1.0,1.0,0.9750000238418579,0.07875986397266388,0.9750000238418579,0.9750000238418579
47,1.0,0.0007558820652775466,1.0,1.0,0.9800000190734863,0.08891911804676056,0.9800000190734863,0.9800000190734863
48,0.9883333444595337,0.05240630358457565,0.9883333444595337,0.9883333444595337,0.9674999713897705,0.1294676661491394,0.9674999713897705,0.9674999713897705
49,0.9844444394111633,0.06104885786771774,0.9844444394111633,0.9844444394111633,0.9800000190734863,0.07971840351819992,0.9800000190734863,0.9800000190734863
50,0.9916666746139526,0.03544485569000244,0.9916666746139526,0.9916666746139526,0.9800000190734863,0.05933787301182747,0.9800000190734863,0.9800000190734863
51,0.9938889145851135,0.01803177036345005,0.9938889145851135,0.9938889145851135,0.9925000071525574,0.044104766100645065,0.9925000071525574,0.9925000071525574
52,0.9969444274902344,0.015733039006590843,0.9969444274902344,0.9969444274902344,0.9775000214576721,0.11413046717643738,0.9775000214576721,0.9775000214576721
53,0.9952777624130249,0.01897091418504715,0.9952777624130249,0.9952777624130249,0.9800000190734863,0.14262346923351288,0.9800000190734863,0.9800000190734863
54,0.9927777647972107,0.02706591971218586,0.9927777647972107,0.9927777647972107,0.9825000166893005,0.06935176998376846,0.9825000166893005,0.9825000166893005
55,0.9969444274902344,0.011504532769322395,0.9969444274902344,0.9969444274902344,0.9800000190734863,0.23931756615638733,0.9800000190734863,0.9800000190734863
56,0.9952777624130249,0.024812960997223854,0.9952777624130249,0.9952777624130249,0.9900000095367432,0.04605385661125183,0.9900000095367432,0.9900000095367432
57,0.9975000023841858,0.010168766602873802,0.9975000023841858,0.9975000023841858,0.9850000143051147,0.05522848665714264,0.9850000143051147,0.9850000143051147
58,0.9952777624130249,0.017373481765389442,0.9952777624130249,0.9952777624130249,0.9775000214576721,0.07883008569478989,0.9775000214576721,0.9775000214576721
59,0.9950000047683716,0.022642100229859352,0.9950000047683716,0.9950000047683716,0.987500011920929,0.04702385887503624,0.987500011920929,0.987500011920929
60,0.9969444274902344,0.012339530512690544,0.9969444274902344,0.9969444274902344,0.9850000143051147,0.04274066537618637,0.9850000143051147,0.9850000143051147
61,0.9977777600288391,0.01073404960334301,0.9977777600288391,0.9977777600288391,0.987500011920929,0.06551222503185272,0.987500011920929,0.987500011920929
62,0.9986110925674438,0.0073981559835374355,0.9986110925674438,0.9986110925674438,0.9825000166893005,0.042806416749954224,0.9825000166893005,0.9825000166893005
63,1.0,0.002799391746520996,1.0,1.0,0.9850000143051147,0.06201305240392685,0.9850000143051147,0.9850000143051147
64,1.0,0.002077098237350583,1.0,1.0,0.9850000143051147,0.04584988206624985,0.9850000143051147,0.9850000143051147
65,1.0,0.001796503085643053,1.0,1.0,0.9850000143051147,0.0535934641957283,0.9850000143051147,0.9850000143051147
66,1.0,0.001627796096727252,1.0,1.0,0.9850000143051147,0.05453959479928017,0.9850000143051147,0.9850000143051147
67,1.0,0.0014580682618543506,1.0,1.0,0.9850000143051147,0.06627046316862106,0.9850000143051147,0.9850000143051147
68,1.0,0.0013575813500210643,1.0,1.0,0.9850000143051147,0.05667143315076828,0.9850000143051147,0.9850000143051147
69,1.0,0.0012756545329466462,1.0,1.0,0.9900000095367432,0.04870772361755371,0.9900000095367432,0.9900000095367432
70,1.0,0.0011887659784406424,1.0,1.0,0.987500011920929,0.053180597722530365,0.987500011920929,0.987500011920929
71,1.0,0.001160048646852374,1.0,1.0,0.9900000095367432,0.04871228709816933,0.9900000095367432,0.9900000095367432
72,1.0,0.0010952480370178819,1.0,1.0,0.9850000143051147,0.05846044421195984,0.9850000143051147,0.9850000143051147
73,1.0,0.0010310105280950665,1.0,1.0,0.987500011920929,0.050209660083055496,0.987500011920929,0.987500011920929
74,1.0,0.0009957451838999987,1.0,1.0,0.987500011920929,0.05007289722561836,0.987500011920929,0.987500011920929
75,1.0,0.0009184139198623598,1.0,1.0,0.9900000095367432,0.04740631952881813,0.9900000095367432,0.9900000095367432
76,0.9905555844306946,0.038493383675813675,0.9905555844306946,0.9905555844306946,0.9775000214576721,0.056992243975400925,0.9775000214576721,0.9775000214576721
77,0.9822221994400024,0.07390280067920685,0.9822221994400024,0.9822221994400024,0.9775000214576721,0.05668231099843979,0.9775000214576721,0.9775000214576721
78,0.9941666722297668,0.025609450414776802,0.9941666722297668,0.9941666722297668,0.9825000166893005,0.04639090597629547,0.9825000166893005,0.9825000166893005
79,0.9975000023841858,0.011310028843581676,0.9975000023841858,0.9975000023841858,0.9775000214576721,0.09943144023418427,0.9775000214576721,0.9775000214576721
80,0.9952777624130249,0.02179478108882904,0.9952777624130249,0.9952777624130249,0.9725000262260437,0.098200723528862,0.9725000262260437,0.9725000262260437
81,0.9972222447395325,0.011675774119794369,0.9972222447395325,0.9972222447395325,0.9700000286102295,0.06979120522737503,0.9700000286102295,0.9700000286102295
82,0.9975000023841858,0.008367660455405712,0.9975000023841858,0.9975000023841858,0.987500011920929,0.039030253887176514,0.987500011920929,0.987500011920929
83,1.0,0.0031935549341142178,1.0,1.0,0.9825000166893005,0.0769350528717041,0.9825000166893005,0.9825000166893005
84,0.9994444251060486,0.0032545244321227074,0.9994444251060486,0.9994444251060486,0.987500011920929,0.03645820543169975,0.987500011920929,0.987500011920929
85,0.9994444251060486,0.0037349367048591375,0.9994444251060486,0.9994444251060486,0.9850000143051147,0.08614198863506317,0.9850000143051147,0.9850000143051147
86,1.0,0.0021554110571742058,1.0,1.0,0.9800000190734863,0.08091507852077484,0.9800000190734863,0.9800000190734863
87,1.0,0.001727767288684845,1.0,1.0,0.9825000166893005,0.07713548839092255,0.9825000166893005,0.9825000166893005
88,1.0,0.001568016828969121,1.0,1.0,0.9825000166893005,0.07296581566333771,0.9825000166893005,0.9825000166893005
89,1.0,0.0015120949828997254,1.0,1.0,0.9825000166893005,0.080362468957901,0.9825000166893005,0.9825000166893005
90,0.9941666722297668,0.026000317186117172,0.9941666722297668,0.9941666722297668,0.9624999761581421,0.16785861551761627,0.9624999761581421,0.9624999761581421
91,0.9830555319786072,0.06443589180707932,0.9830555319786072,0.9830555319786072,0.9775000214576721,0.11348386853933334,0.9775000214576721,0.9775000214576721
92,0.9911110997200012,0.032241612672805786,0.9911110997200012,0.9911110997200012,0.9700000286102295,0.0742139220237732,0.9700000286102295,0.9700000286102295
93,0.9941666722297668,0.02006828598678112,0.9941666722297668,0.9941666722297668,0.987500011920929,0.07033181935548782,0.987500011920929,0.987500011920929
94,0.9977777600288391,0.013629131019115448,0.9977777600288391,0.9977777600288391,0.9850000143051147,0.09312105923891068,0.9850000143051147,0.9850000143051147
95,0.9969444274902344,0.01680430956184864,0.9969444274902344,0.9969444274902344,0.9825000166893005,0.055362310260534286,0.9825000166893005,0.9825000166893005
96,0.9991666674613953,0.005017381627112627,0.9991666674613953,0.9991666674613953,0.987500011920929,0.05768510699272156,0.987500011920929,0.987500011920929
97,0.9975000023841858,0.012655088678002357,0.9975000023841858,0.9975000023841858,0.9775000214576721,0.13621410727500916,0.9775000214576721,0.9775000214576721
98,0.9933333396911621,0.024815330281853676,0.9933333396911621,0.9933333396911621,0.9850000143051147,0.12853626906871796,0.9850000143051147,0.9850000143051147
99,0.9972222447395325,0.017291856929659843,0.9972222447395325,0.9972222447395325,0.9850000143051147,0.17271623015403748,0.9850000143051147,0.9850000143051147
