epoch,accuracy,loss,precision_2,recall_2,val_accuracy,val_loss,val_precision_2,val_recall_2
20,0.9815751314163208,0.08884460479021072,0.9845417141914368,0.9779022336006165,0.9347826242446899,0.23839138448238373,0.9507278800010681,0.9228261113166809
21,0.9877167344093323,0.06602523475885391,0.990312397480011,0.9848265647888184,0.9326087236404419,0.25231021642684937,0.9487179517745972,0.925000011920929
22,0.988800585269928,0.06260165572166443,0.9916459918022156,0.9863318800926208,0.9423912763595581,0.2505526542663574,0.9517470598220825,0.9326087236404419
23,0.9897639751434326,0.05720038712024689,0.9912381172180176,0.9877167344093323,0.947826087474823,0.2110050469636917,0.9573407173156738,0.939130425453186
24,0.9866329431533813,0.06614132970571518,0.9895195960998535,0.9835019111633301,0.9445652365684509,0.23084436357021332,0.9544697403907776,0.9342391490936279
25,0.986392080783844,0.06652238219976425,0.9892232418060303,0.9838029742240906,0.9429348111152649,0.236416295170784,0.9550748467445374,0.935869574546814
26,0.9893425107002258,0.05968503654003143,0.9909931421279907,0.987114667892456,0.9423912763595581,0.24299268424510956,0.9513543248176575,0.935326099395752
27,0.9867533445358276,0.06523314118385315,0.9888734221458435,0.9846459627151489,0.9429348111152649,0.23483070731163025,0.9519867300987244,0.9375
28,0.9877769947052002,0.06156550720334053,0.9899594783782959,0.9854888916015625,0.9505434632301331,0.18948306143283844,0.9575991034507751,0.9451087117195129
29,0.9944002628326416,0.042254235595464706,0.9952334761619568,0.9931960701942444,0.9407608509063721,0.24411199986934662,0.9503311514854431,0.935869574546814
30,0.9864523410797119,0.06688607484102249,0.9882673025131226,0.9839234352111816,0.935869574546814,0.2908766567707062,0.942052960395813,0.927717387676239
31,0.9903661012649536,0.053334712982177734,0.991844892501831,0.9886199235916138,0.9510869383811951,0.2291964292526245,0.9586548805236816,0.9451087117195129
32,0.9865125417709351,0.06395556032657623,0.9885140657424927,0.9845857620239258,0.949999988079071,0.2300121933221817,0.9601770043373108,0.9434782862663269
33,0.9875361323356628,0.059588637202978134,0.989782989025116,0.985789954662323,0.9440217614173889,0.22226741909980774,0.9557521939277649,0.939130425453186
34,0.9880780577659607,0.05965530127286911,0.9900235533714294,0.9859104156494141,0.9505434632301331,0.2298608422279358,0.9597130417823792,0.9451087117195129
35,0.9896435737609863,0.05359611660242081,0.9913584589958191,0.9877769947052002,0.948369562625885,0.20888030529022217,0.9564977884292603,0.9440217614173889
36,0.9925939440727234,0.04487166926264763,0.9940807223320007,0.9909682273864746,0.9445652365684509,0.24742713570594788,0.9526431560516357,0.9402173757553101
37,0.9909682273864746,0.050040505826473236,0.9926888346672058,0.9892220497131348,0.9423912763595581,0.23356251418590546,0.9535140991210938,0.936413049697876
38,0.9927143454551697,0.042830828577280045,0.9936017394065857,0.991148829460144,0.9527173638343811,0.21923038363456726,0.9577850699424744,0.949456512928009
39,0.989944577217102,0.05126021429896355,0.9913584589958191,0.9877769947052002,0.947826087474823,0.24415148794651031,0.9542699456214905,0.9413043260574341
40,0.990606963634491,0.0477997250854969,0.9924452900886536,0.9887403845787048,0.946195662021637,0.22289736568927765,0.9552733302116394,0.9402173757553101
41,0.9898843765258789,0.05039509758353233,0.9913637042045593,0.9883791208267212,0.9451087117195129,0.2297961711883545,0.9542951583862305,0.9418478012084961
42,0.9894629120826721,0.05383923649787903,0.990881621837616,0.9880177974700928,0.949456512928009,0.23057733476161957,0.9554455280303955,0.9440217614173889
43,0.9904263019561768,0.04790317267179489,0.9914282560348511,0.9889209866523743,0.9510869383811951,0.21195638179779053,0.9570720791816711,0.9451087117195129
44,0.9930154085159302,0.03898529335856438,0.9944481253623962,0.9922326803207397,0.9510869383811951,0.23208649456501007,0.9555189609527588,0.945652186870575
45,0.9885597229003906,0.05501595884561539,0.9905112981796265,0.9868136048316956,0.949456512928009,0.23999451100826263,0.9574350714683533,0.9413043260574341
46,0.991148829460144,0.047257013618946075,0.9926314949989319,0.9895833134651184,0.9440217614173889,0.23101846873760223,0.9520661234855652,0.939130425453186
47,0.9915100932121277,0.046322911977767944,0.9928770065307617,0.9903661012649536,0.95923912525177,0.19110046327114105,0.965915322303772,0.9548913240432739
48,0.9896435737609863,0.051409877836704254,0.9911803603172302,0.9879575967788696,0.9445652365684509,0.2570682764053345,0.9520132541656494,0.938043475151062
49,0.9898843765258789,0.048586271703243256,0.9917155504226685,0.9874759316444397,0.9434782862663269,0.24162089824676514,0.9530386924743652,0.9375
50,0.9908477663993835,0.045573893934488297,0.9925143122673035,0.989944577217102,0.938586950302124,0.29663464426994324,0.944474995136261,0.9336956739425659
51,0.9931358098983765,0.04110681265592575,0.9939042925834656,0.9915703535079956,0.9521738886833191,0.19825923442840576,0.9608383774757385,0.946739137172699
52,0.9907875657081604,0.04847106337547302,0.9919705390930176,0.9893425107002258,0.9423912763595581,0.24642141163349152,0.9532814025878906,0.9315217137336731
53,0.988800585269928,0.051005423069000244,0.9906401038169861,0.9877769947052002,0.9429348111152649,0.24077220261096954,0.9505494236946106,0.9402173757553101
54,0.991148829460144,0.0467563271522522,0.9925742745399475,0.989944577217102,0.9434782862663269,0.23384171724319458,0.9516217708587646,0.9407608509063721
55,0.9922928810119629,0.04299595579504967,0.9932411909103394,0.9910284280776978,0.9505434632301331,0.2238365113735199,0.9592061638832092,0.945652186870575
56,0.9921724200248718,0.039090339094400406,0.9931841492652893,0.9914498925209045,0.9510869383811951,0.23452112078666687,0.9597796201705933,0.946739137172699
57,0.9919918179512024,0.04134568199515343,0.9930593371391296,0.9907273650169373,0.9429348111152649,0.269781231880188,0.9525386095046997,0.938043475151062
58,0.9906671643257141,0.04792638123035431,0.9917894005775452,0.9891618490219116,0.948369562625885,0.24797320365905762,0.95659339427948,0.946195662021637
59,0.9933164715766907,0.03826426714658737,0.9942074418067932,0.9921122193336487,0.949456512928009,0.2303573340177536,0.9566648602485657,0.947826087474823
60,0.9919316172599792,0.04339028149843216,0.993177592754364,0.9904865026473999,0.9445652365684509,0.2627078890800476,0.9515951871871948,0.9402173757553101
61,0.9868738055229187,0.059287212789058685,0.9888768196105957,0.9849470257759094,0.938586950302124,0.29740700125694275,0.9502212405204773,0.9336956739425659
62,0.9914498925209045,0.04562676325440407,0.9924548864364624,0.99000483751297,0.9440217614173889,0.24799203872680664,0.9515685439109802,0.939673900604248
63,0.9921724200248718,0.041068509221076965,0.993299126625061,0.9907273650169373,0.946739137172699,0.24314333498477936,0.9580342173576355,0.9429348111152649
64,0.994641125202179,0.033144768327474594,0.9953561425209045,0.9937379360198975,0.9440217614173889,0.23028837144374847,0.9541942477226257,0.939673900604248
65,0.9907273650169373,0.045597974210977554,0.9919705390930176,0.9893425107002258,0.9527173638343811,0.22110576927661896,0.9623894095420837,0.945652186870575
66,0.9920520186424255,0.04221339523792267,0.992760181427002,0.9907875657081604,0.9407608509063721,0.26531463861465454,0.9482663869857788,0.936413049697876
67,0.9913294911384583,0.04281993210315704,0.9925764799118042,0.9902456402778625,0.9440217614173889,0.2531226873397827,0.9531163573265076,0.939130425453186
68,0.9903059005737305,0.04836174100637436,0.9917265772819519,0.988800585269928,0.949999988079071,0.24733160436153412,0.9554210305213928,0.9434782862663269
69,0.9918714165687561,0.03953802213072777,0.992999792098999,0.9907875657081604,0.949999988079071,0.2515455186367035,0.9545703530311584,0.947826087474823
70,0.9915703535079956,0.042444076389074326,0.9923990964889526,0.990546703338623,0.936956524848938,0.24143804609775543,0.9459757208824158,0.9326087236404419
71,0.9895833134651184,0.05088342726230621,0.9908179044723511,0.987596333026886,0.9532608985900879,0.25838208198547363,0.9588590264320374,0.949999988079071
72,0.9918111562728882,0.04165009781718254,0.9928174614906311,0.9904263019561768,0.946739137172699,0.23396286368370056,0.9526692628860474,0.9407608509063721
73,0.9907875657081604,0.04436241462826729,0.991977334022522,0.9901854395866394,0.948369562625885,0.2661459445953369,0.9602649211883545,0.945652186870575
74,0.993557333946228,0.03475680202245712,0.9943918585777283,0.9928950071334839,0.947826087474823,0.22991222143173218,0.9548457860946655,0.9423912763595581
75,0.9968087673187256,0.026803182438015938,0.9972264170646667,0.995845377445221,0.946195662021637,0.2674368619918823,0.9506849050521851,0.9429348111152649
76,0.9877167344093323,0.05890924856066704,0.9890096783638,0.9861512780189514,0.9326087236404419,0.2898973226547241,0.941763699054718,0.9228261113166809
77,0.9913896918296814,0.04236510396003723,0.9925193190574646,0.990606963634491,0.945652186870575,0.2668500244617462,0.9537953734397888,0.9423912763595581
78,0.993557333946228,0.03633679449558258,0.9948124289512634,0.9930154085159302,0.9429348111152649,0.2786526679992676,0.9531422257423401,0.939673900604248
79,0.9916305541992188,0.04019765928387642,0.9924603700637817,0.9907273650169373,0.935326099395752,0.30517905950546265,0.9464974999427795,0.9326087236404419
80,0.9892822504043579,0.05205542594194412,0.9914808869361877,0.9880780577659607,0.949456512928009,0.2504233121871948,0.9575523734092712,0.9440217614173889
81,0.9927745461463928,0.038610298186540604,0.9940871000289917,0.9920520186424255,0.9516304135322571,0.242557555437088,0.958149790763855,0.945652186870575
82,0.9916305541992188,0.03963514789938927,0.9929377436637878,0.9904865026473999,0.949999988079071,0.27826762199401855,0.9571428298950195,0.946739137172699
83,0.9916305541992188,0.03957134485244751,0.9924603700637817,0.9907273650169373,0.935326099395752,0.3306786119937897,0.9434376955032349,0.9336956739425659
84,0.9919316172599792,0.04200693592429161,0.9931796193122864,0.9907875657081604,0.947826087474823,0.24509191513061523,0.954023003578186,0.947282612323761
85,0.9939185976982117,0.03490059822797775,0.994753360748291,0.9931960701942444,0.9445652365684509,0.2864087224006653,0.9515685439109802,0.939673900604248
86,0.9924132823944092,0.042333755642175674,0.9934830069541931,0.9913294911384583,0.939130425453186,0.2925037443637848,0.9456342458724976,0.935869574546814
87,0.9913294911384583,0.04240011051297188,0.9920362234115601,0.9900650382041931,0.955978274345398,0.24976229667663574,0.9599780440330505,0.9516304135322571
88,0.9930154085159302,0.03866300731897354,0.9939057230949402,0.9918111562728882,0.945652186870575,0.27376261353492737,0.9523287415504456,0.9445652365684509
89,0.9919316172599792,0.041641417890787125,0.9933586716651917,0.9906671643257141,0.9429348111152649,0.29140183329582214,0.9524862170219421,0.936956524848938
90,0.9927143454551697,0.035275477916002274,0.9941449761390686,0.9916907548904419,0.9451087117195129,0.26178407669067383,0.9536935091018677,0.9402173757553101
91,0.9925337433815002,0.037721604108810425,0.9936056137084961,0.991750955581665,0.946739137172699,0.2822108268737793,0.9517014026641846,0.9423912763595581
92,0.9902456402778625,0.04975651577115059,0.9914277195930481,0.9888607859611511,0.935326099395752,0.32919013500213623,0.9458264112472534,0.9298912882804871
93,0.9937379360198975,0.035236649215221405,0.9944508075714111,0.9927143454551697,0.9434782862663269,0.24058593809604645,0.9490131735801697,0.9407608509063721
94,0.9936777353286743,0.035441674292087555,0.9945114850997925,0.9928348064422607,0.9505434632301331,0.23379364609718323,0.9571428298950195,0.946739137172699
95,0.9944002628326416,0.03358456492424011,0.9952349066734314,0.9934971332550049,0.945652186870575,0.2689487040042877,0.9500823020935059,0.9413043260574341
96,0.9922326803207397,0.038645099848508835,0.9933035969734192,0.9913896918296814,0.9375,0.3124098777770996,0.9486755132675171,0.9342391490936279
97,0.9908477663993835,0.04706524685025215,0.9921502470970154,0.9893425107002258,0.9413043260574341,0.2546544373035431,0.9520132541656494,0.938043475151062
98,0.9947013258934021,0.030633822083473206,0.9954161643981934,0.9937379360198975,0.948369562625885,0.23712383210659027,0.9565456509590149,0.9451087117195129
99,0.9919918179512024,0.039788272231817245,0.9930015206336975,0.9910284280776978,0.9543478488922119,0.25503286719322205,0.9620670676231384,0.9510869383811951
